character,displayName,key,frame,isAttack,widthRatio,heightRatio,bodyWidthRatio,bodyHeightRatio,bodyFootGapRatio,expectedWidthRatio,expectedWidthLabel,areaRatio,bodyAreaRatio,scaleWidth,scaleHeight,scaleSource,sameSourceScaleUses,reasons
kiro,Naruto,cmd:qcf+1,77,true,1.394,1,1.394,1,0.02,1.394,idleW,1.394,1.394,1,1,default,cmd:f+1:0.95/0.95|jableft:0.95/0.95,same-source-scaled:cmd:f+1/jableft
kiro,Naruto,cmd:qcf+1,78,true,1,1,1,1,0,1,idleW,1,1,1,1,default,cmd:f+1:1.011/1.011|jableft:1.011/1.011,same-source-scaled:cmd:f+1/jableft
kiro,Naruto,cmd:qcf+1,79,true,1,1,1,1,0,1,idleW,1,1,1,1,default,cmd:f+1:1.013/1.013|jableft:1.013/1.013,same-source-scaled:cmd:f+1/jableft
kiro,Naruto,cmd:qcf+3,85,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.125/1.125,same-source-scaled:kickleft
kiro,Naruto,cmd:qcf+3,86,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1/1,same-source-scaled:kickleft
kiro,Naruto,cmd:qcf+3,87,true,2.072,1,2.072,1,0.225,2.072,idleW,2.072,2.072,1,1,default,kickleft:0.95/0.95|cmd:WS+4:0.95/0.95,too-wide:2.07x-idleW|high-area:2.07|feet-above-ground:0.23|same-source-scaled:kickleft/cmd:WS+4
kiro,Naruto,cmd:qcf+3,88,true,1.915,1,1.915,1,0,1.915,idleW,1.915,1.915,1,1,default,kickleft:1.02/1.02|cmd:WS+4:0.95/0.95,too-wide:1.91x-idleW|high-area:1.91|same-source-scaled:kickleft/cmd:WS+4|same-source-scale-diff:0.07
kiro,Naruto,cmd:qcf+3,89,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.046/1.046,same-source-scaled:kickleft
kiro,Naruto,cmd:qcf+4,90,true,1.346,0.95,1.346,0.95,0,1.346,idleW,1.279,1.279,0.95,0.95,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,below-blue:0.95h|same-source-scale-diff:0.08
kiro,Naruto,cmd:qcf+4,91,true,1.381,0.95,1.381,0.95,0.022,1.381,idleW,1.312,1.312,0.95,0.95,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,below-blue:0.95h|same-source-scale-diff:0.08
kiro,Naruto,cmd:qcf+4,92,true,1.934,0.95,1.934,0.95,0.024,1.934,idleW,1.837,1.837,0.95,0.95,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,below-blue:0.95h|too-wide:1.93x-idleW|high-area:1.84|same-source-scale-diff:0.08
kiro,Naruto,cmd:qcf+4,93,true,1.642,0.95,1.642,0.95,0.026,1.642,idleW,1.56,1.56,0.95,0.95,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,below-blue:0.95h|too-wide:1.64x-idleW|high-area:1.56|same-source-scale-diff:0.08
kiro,Naruto,cmd:SS+3,85,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.125/1.125,same-source-scaled:kickleft
kiro,Naruto,cmd:SS+3,86,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1/1,same-source-scaled:kickleft
kiro,Naruto,cmd:SS+3,87,true,2.072,1,2.072,1,0.225,2.072,idleW,2.072,2.072,1,1,default,kickleft:0.95/0.95|cmd:WS+4:0.95/0.95,too-wide:2.07x-idleW|high-area:2.07|feet-above-ground:0.23|same-source-scaled:kickleft/cmd:WS+4
kiro,Naruto,cmd:SS+3,88,true,1.915,1,1.915,1,0,1.915,idleW,1.915,1.915,1,1,default,kickleft:1.02/1.02|cmd:WS+4:0.95/0.95,too-wide:1.91x-idleW|high-area:1.91|same-source-scaled:kickleft/cmd:WS+4|same-source-scale-diff:0.07
kiro,Naruto,cmd:SS+3,89,true,1,1,1,1,0,1,idleW,1,1,1,1,default,kickleft:1.046/1.046,same-source-scaled:kickleft
kiro,Naruto,cmd:SS+4,107,true,1,1,1,1,0,1,idleW,1,1,1,1,default,cmd:1+3:1.015/1.015|cmd:WR+4:1.015/1.015|cmd:d/f+2:1.015/1.015|kickright:1.015/1.015,seq-area-low:0.37|same-source-scaled:cmd:1+3/cmd:WR+4/cmd:d/f+2
kiro,Naruto,cmd:SS+4,114,true,1,1,1,1,0.022,1,idleW,1,1,1,1,default,kickright:1.098/1.098,seq-area-low:0.37|same-source-scaled:kickright
kiro,Naruto,cmd:SS+4,115,true,1.904,1,1.904,1,0.167,1.904,idleW,1.904,1.904,1,1,default,kickright:1.02/1.02,too-wide:1.90x-idleW|high-area:1.90|feet-above-ground:0.17|same-source-scaled:kickright
kiro,Naruto,cmd:SS+4,116,true,1.731,1,1.731,1,0.19,1.731,idleW,1.731,1.731,1,1,default,kickright:0.95/0.95,too-wide:1.73x-idleW|high-area:1.73|feet-above-ground:0.19|same-source-scaled:kickright
kiro,Naruto,cmd:WS+2,90,true,1.417,1,1.417,1,0,1.417,idleW,1.417,1.417,1,1,default,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,same-source-scaled:cmd:qcf+4/jabright|same-source-scale-diff:0.08
kiro,Naruto,cmd:WS+2,91,true,1.454,1,1.454,1,0.023,1.454,idleW,1.454,1.454,1,1,default,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,high-area:1.45|same-source-scaled:cmd:qcf+4/jabright|same-source-scale-diff:0.08
kiro,Naruto,cmd:WS+2,92,true,2.035,1,2.035,1,0.025,2.035,idleW,2.035,2.035,1,1,default,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,too-wide:2.04x-idleW|high-area:2.04|same-source-scaled:cmd:qcf+4/jabright|same-source-scale-diff:0.08
kiro,Naruto,cmd:WS+2,93,true,1.729,1,1.729,1,0.027,1.729,idleW,1.729,1.729,1,1,default,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,too-wide:1.73x-idleW|high-area:1.73|same-source-scaled:cmd:qcf+4/jabright|same-source-scale-diff:0.08
kiro,Naruto,cmd:WS+2,94,true,1,1,1,1,0,1,idleW,1,1,1,1,default,jabright:1.137/1.137,seq-area-low:0.45|same-source-scaled:jabright
kiro,Naruto,cmd:WS+4,87,true,1.968,0.95,1.968,0.95,0.214,1.968,idleW,1.87,1.87,0.95,0.95,frame,kickleft:0.95/0.95|cmd:WS+4:0.95/0.95,below-blue:0.95h|too-wide:1.97x-idleW|high-area:1.87|feet-above-ground:0.21
kiro,Naruto,cmd:WS+4,88,true,1.819,0.95,1.819,0.95,0,1.819,idleW,1.728,1.728,0.95,0.95,frame,kickleft:1.02/1.02|cmd:WS+4:0.95/0.95,below-blue:0.95h|too-wide:1.82x-idleW|high-area:1.73|same-source-scale-diff:0.07
kiro,Naruto,crouch,124,false,0.98,0.72,0.98,0.72,0,0.98,idleW,0.706,0.706,0.98,0.72,frame,cmd:FC+2:1/1|crouch:0.98/0.72|crouchBlock:0.98/0.72|cmd:FC+1:1/1,below-blue:0.72h|body-below:0.72h|low-area:0.71|same-source-scale-diff:0.28
kiro,Naruto,crouchBlock,124,false,0.98,0.72,0.98,0.72,0,0.98,idleW,0.706,0.706,0.98,0.72,frame,cmd:FC+2:1/1|crouch:0.98/0.72|crouchBlock:0.98/0.72|cmd:FC+1:1/1,below-blue:0.72h|body-below:0.72h|low-area:0.71|same-source-scale-diff:0.28
kiro,Naruto,getupRollUp,36,false,0.978,0.978,0.978,0.978,0.092,0.673,idleH,0.956,0.956,0.978,0.978,frame,knockdown:0.978/0.978|getupRollUp:0.978/0.978|getupStand:0.978/0.978,too-narrow:0.67x-idleH
kiro,Naruto,getupRollUp,37,false,1.054,1.054,1.054,1.054,0.457,0.725,idleH,1.111,1.111,1.054,1.054,frame,knockdown:1.054/1.054|getupRollUp:1.054/1.054|getupStand:1.054/1.054,too-narrow:0.73x-idleH
kiro,Naruto,getupRollUp,38,false,0.971,0.971,0.971,0.971,0.072,0.668,idleH,0.943,0.943,0.971,0.971,frame,knockdown:0.971/0.971|getupRollUp:0.971/0.971|getupStand:0.971/0.971,too-narrow:0.67x-idleH
kiro,Naruto,getupRollUp,33,false,1,1,1,1,0,0.688,idleH,1,1,1,1,frame,hitHeavy:1/1|lose:1/1|getupRollUp:1/1|getupStand:0.92/0.92,too-narrow:0.69x-idleH|same-source-scale-diff:0.08
kiro,Naruto,getupRollUp,22,false,1,1,1,1,0,0.688,idleH,1,1,1,1,frame,getupRollUp:1/1|getupStand:1.113/1.113,too-narrow:0.69x-idleH|same-source-scale-diff:0.11
kiro,Naruto,getupRollUp,21,false,1.049,1.049,1.049,1.049,0,0.722,idleH,1.1,1.1,1.049,1.049,frame,getupRollUp:1.049/1.049|getupStand:1.049/1.049,too-narrow:0.72x-idleH
kiro,Naruto,getupStand,36,false,0.978,0.978,0.978,0.978,0.092,0.673,idleH,0.956,0.956,0.978,0.978,frame,knockdown:0.978/0.978|getupRollUp:0.978/0.978|getupStand:0.978/0.978,too-narrow:0.67x-idleH
kiro,Naruto,getupStand,37,false,1.054,1.054,1.054,1.054,0.457,0.725,idleH,1.111,1.111,1.054,1.054,frame,knockdown:1.054/1.054|getupRollUp:1.054/1.054|getupStand:1.054/1.054,too-narrow:0.73x-idleH
kiro,Naruto,getupStand,38,false,0.971,0.971,0.971,0.971,0.072,0.668,idleH,0.943,0.943,0.971,0.971,frame,knockdown:0.971/0.971|getupRollUp:0.971/0.971|getupStand:0.971/0.971,too-narrow:0.67x-idleH
kiro,Naruto,getupStand,33,false,0.92,0.92,0.92,0.92,0,0.633,idleH,0.846,0.846,0.92,0.92,frame,hitHeavy:1/1|lose:1/1|getupRollUp:1/1|getupStand:0.92/0.92,below-blue:0.92h|too-narrow:0.63x-idleH|seq-height-dip:0.09|same-source-scale-diff:0.08
kiro,Naruto,getupStand,22,false,1.113,1.113,1.113,1.113,0,0.766,idleH,1.239,1.239,1.113,1.113,frame,getupRollUp:1/1|getupStand:1.113/1.113,above-blue:1.11h|too-narrow:0.77x-idleH|same-source-scale-diff:0.11
kiro,Naruto,getupStand,21,false,1.049,1.049,1.049,1.049,0,0.722,idleH,1.1,1.1,1.049,1.049,frame,getupRollUp:1.049/1.049|getupStand:1.049/1.049,too-narrow:0.72x-idleH
kiro,Naruto,getupStand,1,false,1.005,1.005,1.005,1.005,0,0.691,idleH,1.01,1.01,1.005,1.005,frame,getupStand:1.005/1.005,too-narrow:0.69x-idleH
kiro,Naruto,hitHeavy,33,false,1,1,1,1,0,1,idleW,1,1,1,1,frame,hitHeavy:1/1|lose:1/1|getupRollUp:1/1|getupStand:0.92/0.92,same-source-scale-diff:0.08
kiro,Naruto,jableft,77,true,1.325,0.95,1.325,0.95,0.019,1.325,idleW,1.258,1.258,0.95,0.95,frame,cmd:f+1:0.95/0.95|jableft:0.95/0.95,below-blue:0.95h
kiro,Naruto,jabright,90,true,1.46,1.03,1.46,1.03,0,1.46,idleW,1.504,1.504,1.03,1.03,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,high-area:1.50|same-source-scale-diff:0.08
kiro,Naruto,jabright,91,true,1.497,1.03,1.497,1.03,0.023,1.497,idleW,1.542,1.542,1.03,1.03,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,high-area:1.54|same-source-scale-diff:0.08
kiro,Naruto,jabright,92,true,2.096,1.03,2.096,1.03,0.026,2.096,idleW,2.159,2.159,1.03,1.03,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,too-wide:2.10x-idleW|high-area:2.16|same-source-scale-diff:0.08
kiro,Naruto,jabright,93,true,1.781,1.03,1.781,1.03,0.028,1.781,idleW,1.834,1.834,1.03,1.03,frame,cmd:qcf+4:0.95/0.95|jabright:1.03/1.03,too-wide:1.78x-idleW|high-area:1.83|same-source-scale-diff:0.08
kiro,Naruto,jabright,94,true,1.137,1.137,1.137,1.137,0,1.137,idleW,1.293,1.293,1.137,1.137,frame,jabright:1.137/1.137,above-blue:1.14h|body-above:1.14h
kiro,Naruto,juggle,31,false,1.044,1.044,1.044,1.044,0.092,0.718,idleH,1.09,1.09,1.044,1.044,frame,hitHeavy:1.044/1.044|juggle:1.044/1.044,too-narrow:0.72x-idleH
kiro,Naruto,juggle,32,false,1,1,1,1,0,0.688,idleH,1,1,1,1,frame,hitHeavy:1/1|juggle:1/1,too-narrow:0.69x-idleH
kiro,Naruto,kickleft,85,true,1.125,1.125,1.125,1.125,0,1.125,idleW,1.266,1.266,1.125,1.125,frame,kickleft:1.125/1.125,above-blue:1.13h|body-above:1.13h
kiro,Naruto,kickleft,87,true,1.968,0.95,1.968,0.95,0.214,1.968,idleW,1.87,1.87,0.95,0.95,frame,kickleft:0.95/0.95|cmd:WS+4:0.95/0.95,below-blue:0.95h|too-wide:1.97x-idleW|high-area:1.87|feet-above-ground:0.21
kiro,Naruto,kickleft,88,true,1.953,1.02,1.953,1.02,0,1.953,idleW,1.992,1.992,1.02,1.02,frame,kickleft:1.02/1.02|cmd:WS+4:0.95/0.95,too-wide:1.95x-idleW|high-area:1.99|same-source-scale-diff:0.07
kiro,Naruto,kickright,107,true,1.015,1.015,1.015,1.015,0,1.015,idleW,1.03,1.03,1.015,1.015,frame,cmd:1+3:1.015/1.015|cmd:WR+4:1.015/1.015|cmd:d/f+2:1.015/1.015|kickright:1.015/1.015,seq-area-low:0.35
kiro,Naruto,kickright,114,true,1.098,1.098,1.098,1.098,0.024,1.098,idleW,1.206,1.206,1.098,1.098,frame,kickright:1.098/1.098,above-blue:1.10h
kiro,Naruto,kickright,115,true,1.942,1.02,1.942,1.02,0.17,1.942,idleW,1.981,1.981,1.02,1.02,frame,kickright:1.02/1.02,too-wide:1.94x-idleW|high-area:1.98|feet-above-ground:0.17
kiro,Naruto,kickright,116,true,1.644,0.95,1.644,0.95,0.181,1.644,idleW,1.562,1.562,0.95,0.95,frame,kickright:0.95/0.95,below-blue:0.95h|too-wide:1.64x-idleW|high-area:1.56|feet-above-ground:0.18
kiro,Naruto,knockdown,36,false,0.978,0.978,0.978,0.978,0.092,0.673,idleH,0.956,0.956,0.978,0.978,frame,knockdown:0.978/0.978|getupRollUp:0.978/0.978|getupStand:0.978/0.978,too-narrow:0.67x-idleH
kiro,Naruto,knockdown,37,false,1.054,1.054,1.054,1.054,0.457,0.725,idleH,1.111,1.111,1.054,1.054,frame,knockdown:1.054/1.054|getupRollUp:1.054/1.054|getupStand:1.054/1.054,too-narrow:0.73x-idleH
kiro,Naruto,knockdown,38,false,0.971,0.971,0.971,0.971,0.072,0.668,idleH,0.943,0.943,0.971,0.971,frame,knockdown:0.971/0.971|getupRollUp:0.971/0.971|getupStand:0.971/0.971,too-narrow:0.67x-idleH
kiro,Naruto,knockdown,39,false,1.016,1.016,1.016,1.016,0.033,0.699,idleH,1.032,1.032,1.016,1.016,frame,knockdown:1.016/1.016,too-narrow:0.70x-idleH
kiro,Naruto,lose,33,false,1,1,1,1,0,0.688,idleH,1,1,1,1,frame,hitHeavy:1/1|lose:1/1|getupRollUp:1/1|getupStand:0.92/0.92,too-narrow:0.69x-idleH|same-source-scale-diff:0.08
kiro,Naruto,sprint,13,false,1.583,0.95,1.583,0.95,0.046,1.583,idleW,1.504,1.504,0.95,0.95,frame,sprint:0.95/0.95,below-blue:0.95h|too-wide:1.58x-idleW|high-area:1.50
kiro,Naruto,sprint,14,false,1.657,0.95,1.657,0.95,0.048,1.657,idleW,1.574,1.574,0.95,0.95,frame,sprint:0.95/0.95,below-blue:0.95h|too-wide:1.66x-idleW|high-area:1.57
kiro,Naruto,win,225,false,1.098,1.098,1.098,1.098,0.024,1.098,idleW,1.206,1.206,1.098,1.098,frame,win:1.098/1.098|cmd:3+4:1.098/1.098,above-blue:1.10h
kiro,Naruto,win,226,false,1.089,1.089,1.089,1.089,0.024,1.089,idleW,1.186,1.186,1.089,1.089,frame,win:1.089/1.089|cmd:3+4:1.089/1.089,above-blue:1.09h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),backflip,40,false,1.153,1.153,1.153,1.122,0.218,1.153,idleW,1.329,1.293,0.98,0.98,frame,backflip:0.98/0.98,above-blue:1.15h|body-above:1.12h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),backflip,41,false,1.153,1.153,1.153,1.122,0.218,1.153,idleW,1.329,1.293,0.98,0.98,frame,backflip:0.98/0.98,above-blue:1.15h|body-above:1.12h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),backflip,47,false,1.153,1.153,1.153,1.153,0.115,1.153,idleW,1.329,1.329,0.98,0.98,frame,backflip:0.98/0.98,above-blue:1.15h|body-above:1.15h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),backflip,48,false,1.047,1.047,0.989,0.942,0.541,1.047,idleW,1.096,0.932,0.89,0.89,frame,backflip:0.89/0.89,seq-body-dip:0.10
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),block,17,false,1.106,1.106,1.106,1.106,0,1.106,idleW,1.223,1.223,0.94,0.94,frame,block:0.94/0.94,above-blue:1.11h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),chargeKi,18,false,1.106,1.106,1.106,1.106,0,1.106,idleW,1.223,1.223,0.94,0.94,frame,chargeKi:0.94/0.94|win:0.94/0.94,above-blue:1.11h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,75,true,1,1,0.966,1,0.043,1,idleW,1,0.966,0.85,0.85,frame,jableft:0.85/0.85|cmd:1+2:0.85/0.85,seq-height-dip:0.08
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,76,true,1.118,1.118,1.118,1.118,0,1.118,idleW,1.249,1.249,0.95,0.95,frame,jabright:0.95/0.95|cmd:1+2:0.95/0.95,above-blue:1.12h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,77,true,1.082,1.082,1.082,1.082,0.02,1.082,idleW,1.171,1.171,0.92,0.92,frame,jabright:0.92/0.92|cmd:1+2:0.92/0.92,above-blue:1.08h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,78,true,1.094,1.094,1.094,1.094,0.023,1.094,idleW,1.197,1.197,0.93,0.93,frame,jabright:0.93/0.93|cmd:1+2:0.93/0.93,above-blue:1.09h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,79,true,1,1,1,1,0.119,1,idleW,1,1,0.85,0.85,frame,jabright:0.85/0.85|cmd:1+2:0.85/0.85,seq-height-dip:0.08|feet-above-ground:0.12
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,80,true,1.059,1.059,1.046,1.038,0.083,1.059,idleW,1.121,1.086,0.9,0.9,frame,jabright:0.9/0.9|cmd:1+2:0.9/0.9,feet-above-ground:0.08
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,81,true,1.106,1.106,1.106,1.106,0.135,1.106,idleW,1.223,1.223,0.94,0.94,frame,jabright:0.94/0.94|cmd:1+2:0.94/0.94,above-blue:1.11h|feet-above-ground:0.14
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,82,true,1,1,1,0.979,0.064,1,idleW,1,0.979,0.85,0.85,frame,jabright:0.85/0.85|cmd:1+2:0.85/0.85,seq-height-dip:0.08|seq-body-dip:0.10|feet-above-ground:0.06
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+2,83,true,1.141,1.141,1.141,1.141,0,1.141,idleW,1.302,1.302,0.97,0.97,frame,cmd:1+2:0.97/0.97,above-blue:1.14h|body-above:1.14h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+3,102,true,1.141,1.141,1.123,1.141,0,1.141,idleW,1.302,1.282,0.97,0.97,frame,cmd:1+3:0.97/0.97,above-blue:1.14h|body-above:1.14h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+3,104,true,1.106,1.106,1.04,1.106,0,1.106,idleW,1.223,1.15,0.94,0.94,frame,cmd:1+3:0.94/0.94,above-blue:1.11h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+4,110,true,1.094,1.094,1.094,1.074,0,1.094,idleW,1.197,1.175,0.93,0.93,frame,cmd:1+4:0.93/0.93,above-blue:1.09h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+4,112,true,1,1,1,0.93,0.018,1,idleW,1,0.93,0.85,0.85,frame,cmd:1+4:0.85/0.85,body-top-below-blue:0.07
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+4,113,true,0.965,0.965,0.965,0.965,0,0.965,idleW,0.931,0.931,0.82,0.82,frame,cmd:1+4:0.82/0.82,below-blue:0.96h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+4,114,true,0.965,0.965,0.931,0.937,0.014,0.965,idleW,0.931,0.873,0.82,0.82,frame,cmd:1+4:0.82/0.82,below-blue:0.96h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+4,117,true,0.965,0.965,0.954,0.949,0.016,0.965,idleW,0.931,0.905,0.82,0.82,frame,cmd:1+4:0.82/0.82,below-blue:0.96h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+4,118,true,0.965,0.965,0.965,0.965,0,0.965,idleW,0.931,0.931,0.82,0.82,frame,cmd:1+4:0.82/0.82,below-blue:0.96h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:1+4,120,true,1.118,1.118,1.118,1.118,0,1.118,idleW,1.249,1.249,0.95,0.95,frame,cmd:1+4:0.95/0.95,above-blue:1.12h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:2+3,90,true,1.141,1.141,1.141,1.141,0,1.141,idleW,1.302,1.302,0.97,0.97,frame,cmd:2+3:0.97/0.97,above-blue:1.14h|body-above:1.14h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:2+3,92,true,1.082,1.082,1.082,1.082,0,1.082,idleW,1.172,1.172,0.92,0.92,frame,cmd:2+3:0.92/0.92,above-blue:1.08h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:2+3,94,true,2.013,0.953,2.013,0.953,0,2.013,idleW,1.918,1.918,0.81,0.81,frame,cmd:2+3:0.81/0.81,below-blue:0.95h|too-wide:2.01x-idleW|high-area:1.92
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:2+3,95,true,0.965,0.965,0.945,0.965,0.057,0.965,idleW,0.931,0.912,0.82,0.82,frame,cmd:2+3:0.82/0.82,below-blue:0.96h|feet-above-ground:0.06
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:2+3,96,true,0.965,0.965,0.965,0.965,0.02,0.965,idleW,0.931,0.931,0.82,0.82,frame,cmd:2+3:0.82/0.82,below-blue:0.96h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:2+3,99,true,1.141,1.141,1.1,1.141,0,1.141,idleW,1.302,1.256,0.97,0.97,frame,cmd:2+3:0.97/0.97,above-blue:1.14h|body-above:1.14h
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+2,76,true,1.176,1.176,1.176,1.176,0,1.176,idleW,1.384,1.384,1,1,default,jabright:0.95/0.95|cmd:1+2:0.95/0.95,above-blue:1.18h|body-above:1.18h|same-source-scaled:jabright/cmd:1+2
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+2,77,true,1.176,1.176,1.176,1.176,0.022,1.176,idleW,1.384,1.384,1,1,default,jabright:0.92/0.92|cmd:1+2:0.92/0.92,above-blue:1.18h|body-above:1.18h|same-source-scaled:jabright/cmd:1+2
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+2,78,true,1.176,1.176,1.176,1.176,0.025,1.176,idleW,1.384,1.384,1,1,default,jabright:0.93/0.93|cmd:1+2:0.93/0.93,above-blue:1.18h|body-above:1.18h|same-source-scaled:jabright/cmd:1+2
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+2,79,true,1.176,1.176,1.176,1.176,0.14,1.176,idleW,1.384,1.384,1,1,default,jabright:0.85/0.85|cmd:1+2:0.85/0.85,above-blue:1.18h|body-above:1.18h|feet-above-ground:0.14|same-source-scaled:jabright/cmd:1+2
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+2,80,true,1.176,1.176,1.162,1.153,0.092,1.176,idleW,1.384,1.341,1,1,default,jabright:0.9/0.9|cmd:1+2:0.9/0.9,above-blue:1.18h|body-above:1.15h|feet-above-ground:0.09|same-source-scaled:jabright/cmd:1+2
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+2,81,true,1.176,1.176,1.176,1.176,0.144,1.176,idleW,1.384,1.384,1,1,default,jabright:0.94/0.94|cmd:1+2:0.94/0.94,above-blue:1.18h|body-above:1.18h|feet-above-ground:0.14|same-source-scaled:jabright/cmd:1+2
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+2,82,true,1.176,1.176,1.176,1.151,0.075,1.176,idleW,1.384,1.355,1,1,default,jabright:0.85/0.85|cmd:1+2:0.85/0.85,above-blue:1.18h|body-above:1.15h|feet-above-ground:0.08|same-source-scaled:jabright/cmd:1+2
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+3,84,true,1.176,1.176,1.061,1.176,0,1.176,idleW,1.384,1.248,1,1,default,kickleft:0.85/0.85,above-blue:1.18h|body-above:1.18h|same-source-scaled:kickleft
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+3,85,true,1.176,1.176,1.16,1.176,0,1.176,idleW,1.384,1.365,1,1,default,kickleft:0.97/0.97,above-blue:1.18h|body-above:1.18h|same-source-scaled:kickleft
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+3,86,true,1.608,1.176,1.608,1.176,0,1.608,idleW,1.892,1.892,1,1,default,kickleft:0.84/0.84,above-blue:1.18h|body-above:1.18h|too-wide:1.61x-idleW|high-area:1.89|same-source-scaled:kickleft
naruto-uzumaki-nine-tails-kyubi,Naruto Uzumaki (Nine-Tails_Kyubi),cmd:d/f+3,87,true,1.894,1.176,1.894,1.176,0,1.894,idleW,2.228,2.228,1,1,default,kickleft:0.81/0.81,above-blue:1.18h|body-above:1.18h|too-wide:1.89x-idleW|high-area:2.23|same-source-scaled:kickleft
