animationKey,category,character,displayName,firstFrame,frameRefs,hasMoveOverride,lastFrame,uniqueFrames
cmd:O+2,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:WS+4,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:d/f+2,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:f+1,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
cmd:qcf+4,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
crouch,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),15,1,False,15,1
crouchBlock,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),90,8,False,98,8
getupRollUp,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,False,,0
getupStand,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),30,9,False,53,9
hitHeavy,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,False,,0
hitLight,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),18,1,False,18,1
idle,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),0,6,False,3,4
jableft,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),71,1,True,71,1
jabright,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),65,4,True,68,4
juggle,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),21,2,False,22,2
jump,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),17,1,False,17,1
kickleft,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
kickright,attack,gotenks-super-saiyan,Gotenks (Super Saiyan),,0,True,,0
knockdown,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),30,4,False,33,4
lose,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),23,1,False,23,1
sidestepLeft,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),13,1,False,13,1
sidestepRight,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),13,1,False,13,1
sprint,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),30,10,False,39,10
walkBack,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),10,1,False,10,1
walkForward,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),4,4,False,7,4
win,non-attack,gotenks-super-saiyan,Gotenks (Super Saiyan),68,1,False,68,1
backflip,non-attack,heihachi-edajima,Heihachi Edajima,40,8,False,48,8
block,non-attack,heihachi-edajima,Heihachi Edajima,14,2,False,108,2
chargeKi,non-attack,heihachi-edajima,Heihachi Edajima,57,8,False,64,8
cmd:1+2,attack,heihachi-edajima,Heihachi Edajima,92,8,True,99,8
cmd:1+3,attack,heihachi-edajima,Heihachi Edajima,88,4,True,91,4
cmd:1+4,attack,heihachi-edajima,Heihachi Edajima,100,10,False,109,10
cmd:2+3,attack,heihachi-edajima,Heihachi Edajima,111,4,True,114,4
cmd:2+4,attack,heihachi-edajima,Heihachi Edajima,115,8,True,122,8
cmd:3+4,attack,heihachi-edajima,Heihachi Edajima,130,7,True,137,7
cmd:FC+1,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
cmd:FC+2,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
cmd:O+2,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
cmd:WS+4,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
cmd:d/f+2,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
cmd:f+1,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
cmd:qcf+4,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
crouch,non-attack,heihachi-edajima,Heihachi Edajima,22,1,False,22,1
crouchBlock,non-attack,heihachi-edajima,Heihachi Edajima,90,8,False,98,8
getupRollUp,non-attack,heihachi-edajima,Heihachi Edajima,,0,False,,0
getupStand,non-attack,heihachi-edajima,Heihachi Edajima,35,8,False,56,8
hitHeavy,non-attack,heihachi-edajima,Heihachi Edajima,,0,False,,0
hitLight,non-attack,heihachi-edajima,Heihachi Edajima,39,1,False,39,1
idle,non-attack,heihachi-edajima,Heihachi Edajima,0,4,False,3,4
jableft,attack,heihachi-edajima,Heihachi Edajima,83,4,True,86,4
jabright,attack,heihachi-edajima,Heihachi Edajima,92,4,True,95,4
juggle,non-attack,heihachi-edajima,Heihachi Edajima,28,2,False,29,2
jump,non-attack,heihachi-edajima,Heihachi Edajima,17,5,False,21,5
kickleft,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
kickright,attack,heihachi-edajima,Heihachi Edajima,,0,True,,0
knockdown,non-attack,heihachi-edajima,Heihachi Edajima,35,4,False,38,4
lose,non-attack,heihachi-edajima,Heihachi Edajima,30,1,False,30,1
sidestepLeft,non-attack,heihachi-edajima,Heihachi Edajima,39,1,False,39,1
sidestepRight,non-attack,heihachi-edajima,Heihachi Edajima,39,1,False,39,1
sprint,non-attack,heihachi-edajima,Heihachi Edajima,30,10,False,39,10
walkBack,non-attack,heihachi-edajima,Heihachi Edajima,14,1,False,14,1
walkForward,non-attack,heihachi-edajima,Heihachi Edajima,4,8,False,11,8
win,non-attack,heihachi-edajima,Heihachi Edajima,95,1,False,95,1
backflip,non-attack,hiei,Hiei,40,8,False,48,8
block,non-attack,hiei,Hiei,15,1,False,15,1
chargeKi,non-attack,hiei,Hiei,63,3,False,65,3
cmd:1+2,attack,hiei,Hiei,96,4,True,99,4
cmd:1+3,attack,hiei,Hiei,86,10,True,95,10
cmd:1+4,attack,hiei,Hiei,80,6,False,85,6
cmd:2+3,attack,hiei,Hiei,74,6,True,79,6
cmd:2+4,attack,hiei,Hiei,70,5,True,74,5
cmd:3+4,attack,hiei,Hiei,101,6,True,106,6
cmd:FC+1,attack,hiei,Hiei,,0,True,,0
cmd:FC+2,attack,hiei,Hiei,,0,True,,0
cmd:O+2,attack,hiei,Hiei,,0,True,,0
cmd:WS+4,attack,hiei,Hiei,,0,True,,0
cmd:d/f+2,attack,hiei,Hiei,,0,True,,0
cmd:f+1,attack,hiei,Hiei,,0,True,,0
cmd:qcf+4,attack,hiei,Hiei,,0,True,,0
crouch,non-attack,hiei,Hiei,21,1,False,21,1
crouchBlock,non-attack,hiei,Hiei,90,8,False,98,8
getupRollUp,non-attack,hiei,Hiei,,0,False,,0
getupStand,non-attack,hiei,Hiei,31,8,False,55,8
hitHeavy,non-attack,hiei,Hiei,,0,False,,0
hitLight,non-attack,hiei,Hiei,25,1,False,25,1
idle,non-attack,hiei,Hiei,0,2,False,1,2
jableft,attack,hiei,Hiei,82,4,True,85,4
jabright,attack,hiei,Hiei,80,6,True,85,6
juggle,non-attack,hiei,Hiei,28,2,False,29,2
jump,non-attack,hiei,Hiei,17,4,False,20,4
kickleft,attack,hiei,Hiei,,0,True,,0
kickright,attack,hiei,Hiei,,0,True,,0
knockdown,non-attack,hiei,Hiei,31,4,False,34,4
lose,non-attack,hiei,Hiei,30,1,False,30,1
sidestepLeft,non-attack,hiei,Hiei,112,1,False,112,1
sidestepRight,non-attack,hiei,Hiei,112,1,False,112,1
sprint,non-attack,hiei,Hiei,30,10,False,39,10
walkBack,non-attack,hiei,Hiei,14,1,False,14,1
walkForward,non-attack,hiei,Hiei,3,8,False,10,8
win,non-attack,hiei,Hiei,85,1,False,85,1
backflip,non-attack,ichigo-kurosaki,Ichigo Kurosaki,40,8,False,48,8
block,non-attack,ichigo-kurosaki,Ichigo Kurosaki,15,1,False,15,1
chargeKi,non-attack,ichigo-kurosaki,Ichigo Kurosaki,57,4,False,60,4
cmd:1+2,attack,ichigo-kurosaki,Ichigo Kurosaki,83,12,True,92,10
cmd:1+3,attack,ichigo-kurosaki,Ichigo Kurosaki,95,6,True,100,6
cmd:1+4,attack,ichigo-kurosaki,Ichigo Kurosaki,100,8,False,107,8
cmd:2+3,attack,ichigo-kurosaki,Ichigo Kurosaki,108,5,True,113,5
cmd:2+4,attack,ichigo-kurosaki,Ichigo Kurosaki,152,8,True,159,8
cmd:3+4,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
cmd:FC+1,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
cmd:FC+2,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
cmd:O+2,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
cmd:WS+4,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
cmd:d/f+2,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
cmd:f+1,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
cmd:qcf+4,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
crouch,non-attack,ichigo-kurosaki,Ichigo Kurosaki,22,1,False,22,1
crouchBlock,non-attack,ichigo-kurosaki,Ichigo Kurosaki,90,8,False,98,8
getupRollUp,non-attack,ichigo-kurosaki,Ichigo Kurosaki,,0,False,,0
getupStand,non-attack,ichigo-kurosaki,Ichigo Kurosaki,32,7,False,56,7
hitHeavy,non-attack,ichigo-kurosaki,Ichigo Kurosaki,,0,False,,0
hitLight,non-attack,ichigo-kurosaki,Ichigo Kurosaki,27,1,False,27,1
idle,non-attack,ichigo-kurosaki,Ichigo Kurosaki,0,12,False,3,4
jableft,attack,ichigo-kurosaki,Ichigo Kurosaki,77,6,True,82,6
jabright,attack,ichigo-kurosaki,Ichigo Kurosaki,77,4,True,80,4
juggle,non-attack,ichigo-kurosaki,Ichigo Kurosaki,29,2,False,30,2
jump,non-attack,ichigo-kurosaki,Ichigo Kurosaki,19,1,False,19,1
kickleft,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
kickright,attack,ichigo-kurosaki,Ichigo Kurosaki,,0,True,,0
knockdown,non-attack,ichigo-kurosaki,Ichigo Kurosaki,32,4,False,35,4
lose,non-attack,ichigo-kurosaki,Ichigo Kurosaki,31,1,False,31,1
sidestepLeft,non-attack,ichigo-kurosaki,Ichigo Kurosaki,13,1,False,13,1
sidestepRight,non-attack,ichigo-kurosaki,Ichigo Kurosaki,13,1,False,13,1
sprint,non-attack,ichigo-kurosaki,Ichigo Kurosaki,30,10,False,39,10
walkBack,non-attack,ichigo-kurosaki,Ichigo Kurosaki,14,1,False,14,1
walkForward,non-attack,ichigo-kurosaki,Ichigo Kurosaki,4,8,False,11,8
win,non-attack,ichigo-kurosaki,Ichigo Kurosaki,80,1,False,80,1
backflip,non-attack,jaguar-junichi,Jaguar Junichi,40,8,False,48,8
block,non-attack,jaguar-junichi,Jaguar Junichi,15,1,False,15,1
chargeKi,non-attack,jaguar-junichi,Jaguar Junichi,14,2,False,15,2
cmd:1+2,attack,jaguar-junichi,Jaguar Junichi,68,6,True,73,6
cmd:1+3,attack,jaguar-junichi,Jaguar Junichi,101,16,True,116,16
cmd:1+4,attack,jaguar-junichi,Jaguar Junichi,78,15,True,92,15
cmd:2+3,attack,jaguar-junichi,Jaguar Junichi,116,9,True,124,9
cmd:2+4,attack,jaguar-junichi,Jaguar Junichi,55,8,True,62,8
cmd:3+4,attack,jaguar-junichi,Jaguar Junichi,204,4,True,207,4
cmd:FC+1,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
cmd:FC+2,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
cmd:O+2,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
cmd:WS+4,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
cmd:d/f+2,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
cmd:f+1,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
cmd:qcf+4,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
crouch,non-attack,jaguar-junichi,Jaguar Junichi,22,1,False,22,1
crouchBlock,non-attack,jaguar-junichi,Jaguar Junichi,90,8,False,98,8
getupRollUp,non-attack,jaguar-junichi,Jaguar Junichi,,0,False,,0
getupStand,non-attack,jaguar-junichi,Jaguar Junichi,31,7,False,54,7
hitHeavy,non-attack,jaguar-junichi,Jaguar Junichi,,0,False,,0
hitLight,non-attack,jaguar-junichi,Jaguar Junichi,25,1,False,25,1
idle,non-attack,jaguar-junichi,Jaguar Junichi,0,4,False,3,4
jableft,attack,jaguar-junichi,Jaguar Junichi,101,5,True,105,5
jabright,attack,jaguar-junichi,Jaguar Junichi,116,4,True,119,4
juggle,non-attack,jaguar-junichi,Jaguar Junichi,27,2,False,28,2
jump,non-attack,jaguar-junichi,Jaguar Junichi,16,3,False,18,3
kickleft,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
kickright,attack,jaguar-junichi,Jaguar Junichi,,0,True,,0
knockdown,non-attack,jaguar-junichi,Jaguar Junichi,31,4,False,34,4
lose,non-attack,jaguar-junichi,Jaguar Junichi,29,1,False,29,1
sidestepLeft,non-attack,jaguar-junichi,Jaguar Junichi,39,5,False,43,5
sidestepRight,non-attack,jaguar-junichi,Jaguar Junichi,39,5,False,43,5
sprint,non-attack,jaguar-junichi,Jaguar Junichi,30,10,False,39,10
walkBack,non-attack,jaguar-junichi,Jaguar Junichi,14,1,False,14,1
walkForward,non-attack,jaguar-junichi,Jaguar Junichi,4,8,False,11,8
win,non-attack,jaguar-junichi,Jaguar Junichi,119,1,False,119,1
backflip,non-attack,jotaro-kujo,Jotaro Kujo,40,8,False,48,8
block,non-attack,jotaro-kujo,Jotaro Kujo,17,1,False,17,1
chargeKi,non-attack,jotaro-kujo,Jotaro Kujo,58,11,False,68,11
cmd:1+2,attack,jotaro-kujo,Jotaro Kujo,110,19,True,128,19
cmd:1+3,attack,jotaro-kujo,Jotaro Kujo,132,7,True,138,7
cmd:2+3,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:2+4,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:3+4,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:FC+1,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:FC+2,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:O+2,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:WS+4,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:d/f+2,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:f+1,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
cmd:qcf+4,attack,jotaro-kujo,Jotaro Kujo,,0,True,,0
crouch,non-attack,jotaro-kujo,Jotaro Kujo,24,1,False,24,1
crouchBlock,non-attack,jotaro-kujo,Jotaro Kujo,90,8,False,98,8
getupRollUp,non-attack,jotaro-kujo,Jotaro Kujo,,0,False,,0
getupStand,non-attack,jotaro-kujo,Jotaro Kujo,33,8,False,57,8
hitHeavy,non-attack,jotaro-kujo,Jotaro Kujo,,0,False,,0
hitLight,non-attack,jotaro-kujo,Jotaro Kujo,28,1,False,28,1
idle,non-attack,jotaro-kujo,Jotaro Kujo,0,6,False,5,6
jableft,attack,jotaro-kujo,Jotaro Kujo,128,1,True,128,1
jabright,attack,jotaro-kujo,Jotaro Kujo,95,5,True,99,5
juggle,non-attack,jotaro-kujo,Jotaro Kujo,30,2,False,31,2
jump,non-attack,jotaro-kujo,Jotaro Kujo,19,4,False,22,4
kickleft,attack,jotaro-kujo,Jotaro Kujo,104,7,True,110,7
kickright,attack,jotaro-kujo,Jotaro Kujo,162,3,True,164,3
knockdown,non-attack,jotaro-kujo,Jotaro Kujo,33,4,False,36,4
lose,non-attack,jotaro-kujo,Jotaro Kujo,32,1,False,32,1
sidestepLeft,non-attack,jotaro-kujo,Jotaro Kujo,67,1,False,67,1
sidestepRight,non-attack,jotaro-kujo,Jotaro Kujo,67,1,False,67,1
sprint,non-attack,jotaro-kujo,Jotaro Kujo,30,10,False,39,10
walkBack,non-attack,jotaro-kujo,Jotaro Kujo,16,1,False,16,1
walkForward,non-attack,jotaro-kujo,Jotaro Kujo,6,8,False,13,8
win,non-attack,jotaro-kujo,Jotaro Kujo,164,1,False,164,1
backflip,non-attack,kagura,Kagura,40,8,False,48,8
block,non-attack,kagura,Kagura,15,1,False,15,1
chargeKi,non-attack,kagura,Kagura,57,5,False,61,5
cmd:1+2,attack,kagura,Kagura,103,8,True,110,8
cmd:1+2+3,attack,kagura,Kagura,182,8,False,189,8
cmd:1+3,attack,kagura,Kagura,111,6,True,116,6
cmd:1+4,attack,kagura,Kagura,140,6,False,145,6
cmd:2+3,attack,kagura,Kagura,200,8,True,207,8
cmd:2+4,attack,kagura,Kagura,168,9,True,176,9
cmd:3+4,attack,kagura,Kagura,146,5,True,150,5
cmd:FC+1,attack,kagura,Kagura,,0,True,,0
cmd:FC+2,attack,kagura,Kagura,,0,True,,0
cmd:O+2,attack,kagura,Kagura,,0,True,,0
cmd:WS+4,attack,kagura,Kagura,,0,True,,0
cmd:d/f+2,attack,kagura,Kagura,,0,True,,0
cmd:f+1,attack,kagura,Kagura,,0,True,,0
cmd:qcf+4,attack,kagura,Kagura,,0,True,,0
crouch,non-attack,kagura,Kagura,22,1,False,22,1
crouchBlock,non-attack,kagura,Kagura,90,8,False,98,8
getupRollUp,non-attack,kagura,Kagura,,0,False,,0
getupStand,non-attack,kagura,Kagura,31,8,False,56,8
hitHeavy,non-attack,kagura,Kagura,,0,False,,0
hitLight,non-attack,kagura,Kagura,26,1,False,26,1
idle,non-attack,kagura,Kagura,0,4,False,3,4
jableft,attack,kagura,Kagura,103,10,True,112,10
jabright,attack,kagura,Kagura,93,5,True,97,5
juggle,non-attack,kagura,Kagura,28,2,False,29,2
jump,non-attack,kagura,Kagura,19,4,False,22,4
kickleft,attack,kagura,Kagura,125,7,True,131,7
kickright,attack,kagura,Kagura,,0,True,,0
knockdown,non-attack,kagura,Kagura,31,4,False,34,4
lose,non-attack,kagura,Kagura,30,1,False,30,1
sidestepLeft,non-attack,kagura,Kagura,16,1,False,16,1
sidestepRight,non-attack,kagura,Kagura,16,1,False,16,1
sprint,non-attack,kagura,Kagura,30,10,False,39,10
walkBack,non-attack,kagura,Kagura,14,1,False,14,1
walkForward,non-attack,kagura,Kagura,4,8,False,11,8
win,non-attack,kagura,Kagura,131,1,False,131,1
backflip,non-attack,kakashi-hatake,Kakashi Hatake,40,8,False,48,8
block,non-attack,kakashi-hatake,Kakashi Hatake,15,1,False,15,1
chargeKi,non-attack,kakashi-hatake,Kakashi Hatake,57,3,False,59,3
cmd:1+2,attack,kakashi-hatake,Kakashi Hatake,75,4,True,78,4
cmd:1+3,attack,kakashi-hatake,Kakashi Hatake,116,4,True,119,4
cmd:1+4,attack,kakashi-hatake,Kakashi Hatake,119,10,True,128,10
cmd:2+3,attack,kakashi-hatake,Kakashi Hatake,142,6,True,147,6
cmd:2+4,attack,kakashi-hatake,Kakashi Hatake,147,6,True,152,6
cmd:3+4,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
cmd:FC+1,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
cmd:FC+2,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
cmd:O+2,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
cmd:WS+4,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
cmd:d/f+2,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
cmd:f+1,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
cmd:qcf+4,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
crouch,non-attack,kakashi-hatake,Kakashi Hatake,21,1,False,21,1
crouchBlock,non-attack,kakashi-hatake,Kakashi Hatake,89,8,False,97,8
getupRollUp,non-attack,kakashi-hatake,Kakashi Hatake,,0,False,,0
getupStand,non-attack,kakashi-hatake,Kakashi Hatake,34,8,False,55,8
hitHeavy,non-attack,kakashi-hatake,Kakashi Hatake,,0,False,,0
hitLight,non-attack,kakashi-hatake,Kakashi Hatake,26,1,False,26,1
idle,non-attack,kakashi-hatake,Kakashi Hatake,0,6,False,3,4
jableft,attack,kakashi-hatake,Kakashi Hatake,74,5,True,78,5
jabright,attack,kakashi-hatake,Kakashi Hatake,119,6,True,124,6
juggle,non-attack,kakashi-hatake,Kakashi Hatake,27,2,False,28,2
jump,non-attack,kakashi-hatake,Kakashi Hatake,17,1,False,17,1
kickleft,attack,kakashi-hatake,Kakashi Hatake,124,5,True,128,5
kickright,attack,kakashi-hatake,Kakashi Hatake,,0,True,,0
knockdown,non-attack,kakashi-hatake,Kakashi Hatake,34,4,False,37,4
lose,non-attack,kakashi-hatake,Kakashi Hatake,33,1,False,33,1
sidestepLeft,non-attack,kakashi-hatake,Kakashi Hatake,60,1,False,60,1
sidestepRight,non-attack,kakashi-hatake,Kakashi Hatake,60,1,False,60,1
sprint,non-attack,kakashi-hatake,Kakashi Hatake,30,10,False,39,10
walkBack,non-attack,kakashi-hatake,Kakashi Hatake,17,1,False,17,1
walkForward,non-attack,kakashi-hatake,Kakashi Hatake,4,8,False,11,8
win,non-attack,kakashi-hatake,Kakashi Hatake,128,1,False,128,1
backflip,non-attack,kazuki-muto,Kazuki Muto,40,8,False,48,8
block,non-attack,kazuki-muto,Kazuki Muto,17,1,False,17,1
chargeKi,non-attack,kazuki-muto,Kazuki Muto,63,7,False,69,7
cmd:1+2,attack,kazuki-muto,Kazuki Muto,196,6,True,201,6
cmd:1+3,attack,kazuki-muto,Kazuki Muto,206,6,True,211,6
cmd:1+4,attack,kazuki-muto,Kazuki Muto,273,7,True,279,7
cmd:2+3,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:2+4,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:3+4,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:FC+1,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:FC+2,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:O+2,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:WS+4,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:d/f+2,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:f+1,attack,kazuki-muto,Kazuki Muto,,0,True,,0
cmd:qcf+4,attack,kazuki-muto,Kazuki Muto,,0,True,,0
crouch,non-attack,kazuki-muto,Kazuki Muto,21,3,False,23,3
crouchBlock,non-attack,kazuki-muto,Kazuki Muto,90,8,False,98,8
getupRollUp,non-attack,kazuki-muto,Kazuki Muto,,0,False,,0
getupStand,non-attack,kazuki-muto,Kazuki Muto,38,8,False,59,8
hitHeavy,non-attack,kazuki-muto,Kazuki Muto,,0,False,,0
hitLight,non-attack,kazuki-muto,Kazuki Muto,28,1,False,28,1
idle,non-attack,kazuki-muto,Kazuki Muto,0,6,False,3,4
jableft,attack,kazuki-muto,Kazuki Muto,100,6,True,105,6
jabright,attack,kazuki-muto,Kazuki Muto,104,9,True,112,9
juggle,non-attack,kazuki-muto,Kazuki Muto,31,2,False,32,2
jump,non-attack,kazuki-muto,Kazuki Muto,19,2,False,20,2
kickleft,attack,kazuki-muto,Kazuki Muto,,0,True,,0
kickright,attack,kazuki-muto,Kazuki Muto,,0,True,,0
knockdown,non-attack,kazuki-muto,Kazuki Muto,38,4,False,41,4
lose,non-attack,kazuki-muto,Kazuki Muto,33,1,False,33,1
sidestepLeft,non-attack,kazuki-muto,Kazuki Muto,27,1,False,27,1
sidestepRight,non-attack,kazuki-muto,Kazuki Muto,27,1,False,27,1
sprint,non-attack,kazuki-muto,Kazuki Muto,30,10,False,39,10
walkBack,non-attack,kazuki-muto,Kazuki Muto,16,1,False,16,1
walkForward,non-attack,kazuki-muto,Kazuki Muto,6,6,False,11,6
win,non-attack,kazuki-muto,Kazuki Muto,112,1,False,112,1
backflip,non-attack,kenshin-himura,Kenshin Himura,40,8,False,48,8
block,non-attack,kenshin-himura,Kenshin Himura,15,1,False,15,1
chargeKi,non-attack,kenshin-himura,Kenshin Himura,60,8,False,67,8
cmd:1+2,attack,kenshin-himura,Kenshin Himura,78,10,True,87,10
cmd:1+2+3,attack,kenshin-himura,Kenshin Himura,140,7,True,146,7
cmd:1+3,attack,kenshin-himura,Kenshin Himura,100,4,True,103,4
cmd:1+4,attack,kenshin-himura,Kenshin Himura,124,8,True,131,8
cmd:2+3,attack,kenshin-himura,Kenshin Himura,92,12,True,103,12
cmd:2+4,attack,kenshin-himura,Kenshin Himura,103,9,True,111,9
cmd:3+4,attack,kenshin-himura,Kenshin Himura,111,13,True,122,12
cmd:FC+1,attack,kenshin-himura,Kenshin Himura,,0,True,,0
cmd:FC+2,attack,kenshin-himura,Kenshin Himura,,0,True,,0
cmd:O+2,attack,kenshin-himura,Kenshin Himura,,0,True,,0
cmd:WS+4,attack,kenshin-himura,Kenshin Himura,,0,True,,0
cmd:d/f+2,attack,kenshin-himura,Kenshin Himura,,0,True,,0
cmd:f+1,attack,kenshin-himura,Kenshin Himura,,0,True,,0
cmd:qcf+4,attack,kenshin-himura,Kenshin Himura,,0,True,,0
crouch,non-attack,kenshin-himura,Kenshin Himura,22,1,False,22,1
crouchBlock,non-attack,kenshin-himura,Kenshin Himura,90,8,False,98,8
getupRollUp,non-attack,kenshin-himura,Kenshin Himura,,0,False,,0
getupStand,non-attack,kenshin-himura,Kenshin Himura,30,7,False,54,7
hitHeavy,non-attack,kenshin-himura,Kenshin Himura,,0,False,,0
hitLight,non-attack,kenshin-himura,Kenshin Himura,25,1,False,25,1
idle,non-attack,kenshin-himura,Kenshin Himura,0,2,False,1,2
jableft,attack,kenshin-himura,Kenshin Himura,73,4,True,76,4
jabright,attack,kenshin-himura,Kenshin Himura,78,4,True,81,4
juggle,non-attack,kenshin-himura,Kenshin Himura,27,2,False,28,2
jump,non-attack,kenshin-himura,Kenshin Himura,17,5,False,21,5
kickleft,attack,kenshin-himura,Kenshin Himura,,0,True,,0
kickright,attack,kenshin-himura,Kenshin Himura,,0,True,,0
knockdown,non-attack,kenshin-himura,Kenshin Himura,30,4,False,33,4
lose,non-attack,kenshin-himura,Kenshin Himura,29,1,False,29,1
sidestepLeft,non-attack,kenshin-himura,Kenshin Himura,43,1,False,43,1
sidestepRight,non-attack,kenshin-himura,Kenshin Himura,43,1,False,43,1
sprint,non-attack,kenshin-himura,Kenshin Himura,30,10,False,39,10
walkBack,non-attack,kenshin-himura,Kenshin Himura,14,1,False,14,1
walkForward,non-attack,kenshin-himura,Kenshin Himura,4,8,False,11,8
win,non-attack,kenshin-himura,Kenshin Himura,81,1,False,81,1
backflip,non-attack,kenshiro,Kenshiro,40,8,False,48,8
block,non-attack,kenshiro,Kenshiro,18,1,False,18,1
chargeKi,non-attack,kenshiro,Kenshiro,58,4,False,61,4
cmd:1+2,attack,kenshiro,Kenshiro,124,12,True,136,12
cmd:1+3,attack,kenshiro,Kenshiro,82,6,True,87,6
cmd:2+3,attack,kenshiro,Kenshiro,267,10,True,276,10
cmd:2+4,attack,kenshiro,Kenshiro,211,17,True,227,17
cmd:3+4,attack,kenshiro,Kenshiro,157,10,True,166,10
cmd:FC+1,attack,kenshiro,Kenshiro,,0,True,,0
cmd:FC+2,attack,kenshiro,Kenshiro,,0,True,,0
cmd:O+2,attack,kenshiro,Kenshiro,,0,True,,0
cmd:WS+4,attack,kenshiro,Kenshiro,,0,True,,0
cmd:d/f+2,attack,kenshiro,Kenshiro,,0,True,,0
cmd:f+1,attack,kenshiro,Kenshiro,,0,True,,0
cmd:qcf+4,attack,kenshiro,Kenshiro,,0,True,,0
crouch,non-attack,kenshiro,Kenshiro,25,1,False,25,1
crouchBlock,non-attack,kenshiro,Kenshiro,90,8,False,98,8
getupRollUp,non-attack,kenshiro,Kenshiro,,0,False,,0
getupStand,non-attack,kenshiro,Kenshiro,38,7,False,57,7
