character,moveKey,reason
ichigo-kurosaki,neutral:heavy-kick,no animationFrames sequence
ichigo-kurosaki,neutral:heavy-kick-special,no animationFrames sequence
ichigo-kurosaki,neutral:heavy-special,no animationFrames sequence
ichigo-kurosaki,neutral:heavy-special-kick,no animationFrames sequence
ichigo-kurosaki,neutral:jab-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:jab-heavy-kick,no animationFrames sequence
ichigo-kurosaki,neutral:jab-heavy-special,no animationFrames sequence
ichigo-kurosaki,neutral:jab-jab,no animationFrames sequence
ichigo-kurosaki,neutral:jab-jab-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:jab-jab-kick,no animationFrames sequence
ichigo-kurosaki,neutral:jab-jab-special,no animationFrames sequence
ichigo-kurosaki,neutral:jab-kick,no animationFrames sequence
ichigo-kurosaki,neutral:jab-kick-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:jab-kick-special,no animationFrames sequence
ichigo-kurosaki,neutral:jab-special,no animationFrames sequence
ichigo-kurosaki,neutral:jab-special-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:kick-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:kick-heavy-special,no animationFrames sequence
ichigo-kurosaki,neutral:kick-jab,no animationFrames sequence
ichigo-kurosaki,neutral:kick-jab-special,no animationFrames sequence
ichigo-kurosaki,neutral:kick-special,no animationFrames sequence
ichigo-kurosaki,neutral:kick-special-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:special-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:special-jab,no animationFrames sequence
ichigo-kurosaki,neutral:special-jab-heavy,no animationFrames sequence
ichigo-kurosaki,neutral:special-kick,no animationFrames sequence
jaguar-junichi,cmd:FC+1,no animationFrames sequence
jaguar-junichi,cmd:FC+2,no animationFrames sequence
jaguar-junichi,cmd:O+2,no animationFrames sequence
jaguar-junichi,cmd:WS+4,no animationFrames sequence
jaguar-junichi,cmd:d/f+2,no animationFrames sequence
jaguar-junichi,cmd:f+1,no animationFrames sequence
jaguar-junichi,cmd:qcf+4,no animationFrames sequence
jaguar-junichi,kickleft,no animationFrames sequence
jaguar-junichi,kickright,no animationFrames sequence
jaguar-junichi,neutral:heavy-jab,no animationFrames sequence
jaguar-junichi,neutral:heavy-jab-heavy,no animationFrames sequence
jaguar-junichi,neutral:heavy-jab-special,no animationFrames sequence
jaguar-junichi,neutral:heavy-kick,no animationFrames sequence
jaguar-junichi,neutral:heavy-kick-special,no animationFrames sequence
jaguar-junichi,neutral:heavy-special,no animationFrames sequence
jaguar-junichi,neutral:heavy-special-kick,no animationFrames sequence
jaguar-junichi,neutral:jab-heavy,no animationFrames sequence
jaguar-junichi,neutral:jab-heavy-kick,no animationFrames sequence
jaguar-junichi,neutral:jab-heavy-special,no animationFrames sequence
jaguar-junichi,neutral:jab-jab,no animationFrames sequence
jaguar-junichi,neutral:jab-jab-heavy,no animationFrames sequence
jaguar-junichi,neutral:jab-jab-kick,no animationFrames sequence
jaguar-junichi,neutral:jab-jab-special,no animationFrames sequence
jaguar-junichi,neutral:jab-kick,no animationFrames sequence
jaguar-junichi,neutral:jab-kick-heavy,no animationFrames sequence
jaguar-junichi,neutral:jab-kick-special,no animationFrames sequence
jaguar-junichi,neutral:jab-special,no animationFrames sequence
jaguar-junichi,neutral:jab-special-heavy,no animationFrames sequence
jaguar-junichi,neutral:kick-heavy,no animationFrames sequence
jaguar-junichi,neutral:kick-heavy-special,no animationFrames sequence
jaguar-junichi,neutral:kick-jab,no animationFrames sequence
jaguar-junichi,neutral:kick-jab-special,no animationFrames sequence
jaguar-junichi,neutral:kick-special,no animationFrames sequence
jaguar-junichi,neutral:kick-special-heavy,no animationFrames sequence
jaguar-junichi,neutral:special-heavy,no animationFrames sequence
jaguar-junichi,neutral:special-jab,no animationFrames sequence
jaguar-junichi,neutral:special-jab-heavy,no animationFrames sequence
jaguar-junichi,neutral:special-kick,no animationFrames sequence
jotaro-kujo,cmd:2+3,no animationFrames sequence
jotaro-kujo,cmd:2+4,no animationFrames sequence
jotaro-kujo,cmd:3+4,no animationFrames sequence
jotaro-kujo,cmd:FC+1,no animationFrames sequence
jotaro-kujo,cmd:FC+2,no animationFrames sequence
jotaro-kujo,cmd:O+2,no animationFrames sequence
jotaro-kujo,cmd:WS+4,no animationFrames sequence
jotaro-kujo,cmd:d/f+2,no animationFrames sequence
jotaro-kujo,cmd:f+1,no animationFrames sequence
jotaro-kujo,cmd:qcf+4,no animationFrames sequence
jotaro-kujo,neutral:heavy-jab,no animationFrames sequence
jotaro-kujo,neutral:heavy-jab-heavy,no animationFrames sequence
jotaro-kujo,neutral:heavy-jab-special,no animationFrames sequence
jotaro-kujo,neutral:heavy-kick,no animationFrames sequence
jotaro-kujo,neutral:heavy-kick-special,no animationFrames sequence
jotaro-kujo,neutral:heavy-special,no animationFrames sequence
jotaro-kujo,neutral:heavy-special-kick,no animationFrames sequence
jotaro-kujo,neutral:jab-heavy,no animationFrames sequence
jotaro-kujo,neutral:jab-heavy-kick,no animationFrames sequence
jotaro-kujo,neutral:jab-heavy-special,no animationFrames sequence
jotaro-kujo,neutral:jab-jab,no animationFrames sequence
jotaro-kujo,neutral:jab-jab-heavy,no animationFrames sequence
jotaro-kujo,neutral:jab-jab-kick,no animationFrames sequence
jotaro-kujo,neutral:jab-jab-special,no animationFrames sequence
jotaro-kujo,neutral:jab-kick,no animationFrames sequence
jotaro-kujo,neutral:jab-kick-heavy,no animationFrames sequence
jotaro-kujo,neutral:jab-kick-special,no animationFrames sequence
jotaro-kujo,neutral:jab-special,no animationFrames sequence
jotaro-kujo,neutral:jab-special-heavy,no animationFrames sequence
jotaro-kujo,neutral:kick-heavy,no animationFrames sequence
jotaro-kujo,neutral:kick-heavy-special,no animationFrames sequence
jotaro-kujo,neutral:kick-jab,no animationFrames sequence
jotaro-kujo,neutral:kick-jab-special,no animationFrames sequence
jotaro-kujo,neutral:kick-special,no animationFrames sequence
jotaro-kujo,neutral:kick-special-heavy,no animationFrames sequence
jotaro-kujo,neutral:special-heavy,no animationFrames sequence
jotaro-kujo,neutral:special-jab,no animationFrames sequence
jotaro-kujo,neutral:special-jab-heavy,no animationFrames sequence
jotaro-kujo,neutral:special-kick,no animationFrames sequence
kagura,cmd:FC+1,no animationFrames sequence
kagura,cmd:FC+2,no animationFrames sequence
kagura,cmd:O+2,no animationFrames sequence
kagura,cmd:WS+4,no animationFrames sequence
kagura,cmd:d/f+2,no animationFrames sequence
kagura,cmd:f+1,no animationFrames sequence
kagura,cmd:qcf+4,no animationFrames sequence
kagura,kickright,no animationFrames sequence
kagura,neutral:heavy-jab,no animationFrames sequence
kagura,neutral:heavy-jab-heavy,no animationFrames sequence
kagura,neutral:heavy-jab-special,no animationFrames sequence
kagura,neutral:heavy-kick,no animationFrames sequence
kagura,neutral:heavy-kick-special,no animationFrames sequence
kagura,neutral:heavy-special,no animationFrames sequence
kagura,neutral:heavy-special-kick,no animationFrames sequence
kagura,neutral:jab-heavy,no animationFrames sequence
kagura,neutral:jab-heavy-kick,no animationFrames sequence
kagura,neutral:jab-heavy-special,no animationFrames sequence
kagura,neutral:jab-jab,no animationFrames sequence
kagura,neutral:jab-jab-heavy,no animationFrames sequence
kagura,neutral:jab-jab-kick,no animationFrames sequence
kagura,neutral:jab-jab-special,no animationFrames sequence
kagura,neutral:jab-kick,no animationFrames sequence
kagura,neutral:jab-kick-heavy,no animationFrames sequence
kagura,neutral:jab-kick-special,no animationFrames sequence
kagura,neutral:jab-special,no animationFrames sequence
kagura,neutral:jab-special-heavy,no animationFrames sequence
kagura,neutral:kick-heavy,no animationFrames sequence
kagura,neutral:kick-heavy-special,no animationFrames sequence
kagura,neutral:kick-jab,no animationFrames sequence
kagura,neutral:kick-jab-special,no animationFrames sequence
kagura,neutral:kick-special,no animationFrames sequence
kagura,neutral:kick-special-heavy,no animationFrames sequence
kagura,neutral:special-heavy,no animationFrames sequence
kagura,neutral:special-jab,no animationFrames sequence
kagura,neutral:special-jab-heavy,no animationFrames sequence
kagura,neutral:special-kick,no animationFrames sequence
kakashi-hatake,cmd:1+4,missing startup/active/recovery timing
kakashi-hatake,cmd:3+4,no animationFrames sequence
kakashi-hatake,cmd:FC+1,no animationFrames sequence
kakashi-hatake,cmd:FC+2,no animationFrames sequence
kakashi-hatake,cmd:O+2,no animationFrames sequence
kakashi-hatake,cmd:WS+4,no animationFrames sequence
kakashi-hatake,cmd:d/f+2,no animationFrames sequence
kakashi-hatake,cmd:f+1,no animationFrames sequence
kakashi-hatake,cmd:qcf+4,no animationFrames sequence
kakashi-hatake,kickright,no animationFrames sequence
kakashi-hatake,neutral:heavy-jab,no animationFrames sequence
kakashi-hatake,neutral:heavy-jab-heavy,no animationFrames sequence
kakashi-hatake,neutral:heavy-jab-special,no animationFrames sequence
kakashi-hatake,neutral:heavy-kick,no animationFrames sequence
kakashi-hatake,neutral:heavy-kick-special,no animationFrames sequence
kakashi-hatake,neutral:heavy-special,no animationFrames sequence
kakashi-hatake,neutral:heavy-special-kick,no animationFrames sequence
kakashi-hatake,neutral:jab-heavy,no animationFrames sequence
kakashi-hatake,neutral:jab-heavy-kick,no animationFrames sequence
kakashi-hatake,neutral:jab-heavy-special,no animationFrames sequence
kakashi-hatake,neutral:jab-jab,no animationFrames sequence
kakashi-hatake,neutral:jab-jab-heavy,no animationFrames sequence
kakashi-hatake,neutral:jab-jab-kick,no animationFrames sequence
kakashi-hatake,neutral:jab-jab-special,no animationFrames sequence
kakashi-hatake,neutral:jab-kick,no animationFrames sequence
kakashi-hatake,neutral:jab-kick-heavy,no animationFrames sequence
kakashi-hatake,neutral:jab-kick-special,no animationFrames sequence
kakashi-hatake,neutral:jab-special,no animationFrames sequence
kakashi-hatake,neutral:jab-special-heavy,no animationFrames sequence
kakashi-hatake,neutral:kick-heavy,no animationFrames sequence
kakashi-hatake,neutral:kick-heavy-special,no animationFrames sequence
kakashi-hatake,neutral:kick-jab,no animationFrames sequence
kakashi-hatake,neutral:kick-jab-special,no animationFrames sequence
kakashi-hatake,neutral:kick-special,no animationFrames sequence
kakashi-hatake,neutral:kick-special-heavy,no animationFrames sequence
kakashi-hatake,neutral:special-heavy,no animationFrames sequence
kakashi-hatake,neutral:special-jab,no animationFrames sequence
kakashi-hatake,neutral:special-jab-heavy,no animationFrames sequence
kakashi-hatake,neutral:special-kick,no animationFrames sequence
kazuki-muto,cmd:1+4,missing startup/active/recovery timing
kazuki-muto,cmd:2+3,no animationFrames sequence
kazuki-muto,cmd:2+4,no animationFrames sequence
kazuki-muto,cmd:3+4,no animationFrames sequence
kazuki-muto,cmd:FC+1,no animationFrames sequence
kazuki-muto,cmd:FC+2,no animationFrames sequence
kazuki-muto,cmd:O+2,no animationFrames sequence
kazuki-muto,cmd:WS+4,no animationFrames sequence
kazuki-muto,cmd:d/f+2,no animationFrames sequence
kazuki-muto,cmd:f+1,no animationFrames sequence
kazuki-muto,cmd:qcf+4,no animationFrames sequence
kazuki-muto,kickleft,no animationFrames sequence
kazuki-muto,kickright,no animationFrames sequence
kazuki-muto,neutral:heavy-jab,no animationFrames sequence
kazuki-muto,neutral:heavy-jab-heavy,no animationFrames sequence
kazuki-muto,neutral:heavy-jab-special,no animationFrames sequence
kazuki-muto,neutral:heavy-kick,no animationFrames sequence
kazuki-muto,neutral:heavy-kick-special,no animationFrames sequence
kazuki-muto,neutral:heavy-special,no animationFrames sequence
kazuki-muto,neutral:heavy-special-kick,no animationFrames sequence
kazuki-muto,neutral:jab-heavy,no animationFrames sequence
kazuki-muto,neutral:jab-heavy-kick,no animationFrames sequence
kazuki-muto,neutral:jab-heavy-special,no animationFrames sequence
kazuki-muto,neutral:jab-jab,no animationFrames sequence
kazuki-muto,neutral:jab-jab-heavy,no animationFrames sequence
kazuki-muto,neutral:jab-jab-kick,no animationFrames sequence
kazuki-muto,neutral:jab-jab-special,no animationFrames sequence
kazuki-muto,neutral:jab-kick,no animationFrames sequence
kazuki-muto,neutral:jab-kick-heavy,no animationFrames sequence
kazuki-muto,neutral:jab-kick-special,no animationFrames sequence
kazuki-muto,neutral:jab-special,no animationFrames sequence
kazuki-muto,neutral:jab-special-heavy,no animationFrames sequence
kazuki-muto,neutral:kick-heavy,no animationFrames sequence
kazuki-muto,neutral:kick-heavy-special,no animationFrames sequence
kazuki-muto,neutral:kick-jab,no animationFrames sequence
kazuki-muto,neutral:kick-jab-special,no animationFrames sequence
kazuki-muto,neutral:kick-special,no animationFrames sequence
kazuki-muto,neutral:kick-special-heavy,no animationFrames sequence
kazuki-muto,neutral:special-heavy,no animationFrames sequence
kazuki-muto,neutral:special-jab,no animationFrames sequence
kazuki-muto,neutral:special-jab-heavy,no animationFrames sequence
kazuki-muto,neutral:special-kick,no animationFrames sequence
kenshin-himura,cmd:FC+1,no animationFrames sequence
kenshin-himura,cmd:FC+2,no animationFrames sequence
kenshin-himura,cmd:O+2,no animationFrames sequence
kenshin-himura,cmd:WS+4,no animationFrames sequence
kenshin-himura,cmd:d/f+2,no animationFrames sequence
kenshin-himura,cmd:f+1,no animationFrames sequence
kenshin-himura,cmd:qcf+4,no animationFrames sequence
kenshin-himura,kickleft,no animationFrames sequence
kenshin-himura,kickright,no animationFrames sequence
kenshin-himura,neutral:heavy-jab,no animationFrames sequence
kenshin-himura,neutral:heavy-jab-heavy,no animationFrames sequence
kenshin-himura,neutral:heavy-jab-special,no animationFrames sequence
kenshin-himura,neutral:heavy-kick,no animationFrames sequence
kenshin-himura,neutral:heavy-kick-special,no animationFrames sequence
kenshin-himura,neutral:heavy-special,no animationFrames sequence
kenshin-himura,neutral:heavy-special-kick,no animationFrames sequence
kenshin-himura,neutral:jab-heavy,no animationFrames sequence
kenshin-himura,neutral:jab-heavy-kick,no animationFrames sequence
kenshin-himura,neutral:jab-heavy-special,no animationFrames sequence
kenshin-himura,neutral:jab-jab,no animationFrames sequence
kenshin-himura,neutral:jab-jab-heavy,no animationFrames sequence
kenshin-himura,neutral:jab-jab-kick,no animationFrames sequence
kenshin-himura,neutral:jab-jab-special,no animationFrames sequence
kenshin-himura,neutral:jab-kick,no animationFrames sequence
kenshin-himura,neutral:jab-kick-heavy,no animationFrames sequence
kenshin-himura,neutral:jab-kick-special,no animationFrames sequence
kenshin-himura,neutral:jab-special,no animationFrames sequence
kenshin-himura,neutral:jab-special-heavy,no animationFrames sequence
kenshin-himura,neutral:kick-heavy,no animationFrames sequence
kenshin-himura,neutral:kick-heavy-special,no animationFrames sequence
kenshin-himura,neutral:kick-jab,no animationFrames sequence
kenshin-himura,neutral:kick-jab-special,no animationFrames sequence
kenshin-himura,neutral:kick-special,no animationFrames sequence
kenshin-himura,neutral:kick-special-heavy,no animationFrames sequence
kenshin-himura,neutral:special-heavy,no animationFrames sequence
kenshin-himura,neutral:special-jab,no animationFrames sequence
kenshin-himura,neutral:special-jab-heavy,no animationFrames sequence
kenshin-himura,neutral:special-kick,no animationFrames sequence
kenshiro,cmd:FC+1,no animationFrames sequence
kenshiro,cmd:FC+2,no animationFrames sequence
kenshiro,cmd:O+2,no animationFrames sequence
kenshiro,cmd:WS+4,no animationFrames sequence
kenshiro,cmd:d/f+2,no animationFrames sequence
kenshiro,cmd:f+1,no animationFrames sequence
kenshiro,cmd:qcf+4,no animationFrames sequence
kenshiro,neutral:heavy-jab,no animationFrames sequence
kenshiro,neutral:heavy-jab-heavy,no animationFrames sequence
kenshiro,neutral:heavy-jab-special,no animationFrames sequence
kenshiro,neutral:heavy-kick,no animationFrames sequence
kenshiro,neutral:heavy-kick-special,no animationFrames sequence
kenshiro,neutral:heavy-special,no animationFrames sequence
kenshiro,neutral:heavy-special-kick,no animationFrames sequence
kenshiro,neutral:jab-heavy,no animationFrames sequence
kenshiro,neutral:jab-heavy-kick,no animationFrames sequence
kenshiro,neutral:jab-heavy-special,no animationFrames sequence
kenshiro,neutral:jab-jab,no animationFrames sequence
kenshiro,neutral:jab-jab-heavy,no animationFrames sequence
kenshiro,neutral:jab-jab-kick,no animationFrames sequence
kenshiro,neutral:jab-jab-special,no animationFrames sequence
kenshiro,neutral:jab-kick,no animationFrames sequence
kenshiro,neutral:jab-kick-heavy,no animationFrames sequence
kenshiro,neutral:jab-kick-special,no animationFrames sequence
kenshiro,neutral:jab-special,no animationFrames sequence
kenshiro,neutral:jab-special-heavy,no animationFrames sequence
kenshiro,neutral:kick-heavy,no animationFrames sequence
kenshiro,neutral:kick-heavy-special,no animationFrames sequence
kenshiro,neutral:kick-jab,no animationFrames sequence
kenshiro,neutral:kick-jab-special,no animationFrames sequence
kenshiro,neutral:kick-special,no animationFrames sequence
kenshiro,neutral:kick-special-heavy,no animationFrames sequence
kenshiro,neutral:special-heavy,no animationFrames sequence
kenshiro,neutral:special-jab,no animationFrames sequence
kenshiro,neutral:special-jab-heavy,no animationFrames sequence
kenshiro,neutral:special-kick,no animationFrames sequence
killua-zoldyck,cmd:3+4,no animationFrames sequence
killua-zoldyck,cmd:FC+1,no animationFrames sequence
killua-zoldyck,cmd:FC+2,no animationFrames sequence
killua-zoldyck,cmd:O+2,no animationFrames sequence
killua-zoldyck,cmd:WS+4,no animationFrames sequence
killua-zoldyck,cmd:d/f+2,no animationFrames sequence
killua-zoldyck,cmd:f+1,no animationFrames sequence
killua-zoldyck,cmd:qcf+4,no animationFrames sequence
killua-zoldyck,kickleft,no animationFrames sequence
killua-zoldyck,kickright,no animationFrames sequence
killua-zoldyck,neutral:heavy-jab,no animationFrames sequence
killua-zoldyck,neutral:heavy-jab-heavy,no animationFrames sequence
killua-zoldyck,neutral:heavy-jab-special,no animationFrames sequence
killua-zoldyck,neutral:heavy-kick,no animationFrames sequence
killua-zoldyck,neutral:heavy-kick-special,no animationFrames sequence
killua-zoldyck,neutral:heavy-special,no animationFrames sequence
killua-zoldyck,neutral:heavy-special-kick,no animationFrames sequence
killua-zoldyck,neutral:jab-heavy,no animationFrames sequence
killua-zoldyck,neutral:jab-heavy-kick,no animationFrames sequence
killua-zoldyck,neutral:jab-heavy-special,no animationFrames sequence
killua-zoldyck,neutral:jab-jab,no animationFrames sequence
killua-zoldyck,neutral:jab-jab-heavy,no animationFrames sequence
killua-zoldyck,neutral:jab-jab-kick,no animationFrames sequence
killua-zoldyck,neutral:jab-jab-special,no animationFrames sequence
killua-zoldyck,neutral:jab-kick,no animationFrames sequence
killua-zoldyck,neutral:jab-kick-heavy,no animationFrames sequence
killua-zoldyck,neutral:jab-kick-special,no animationFrames sequence
killua-zoldyck,neutral:jab-special,no animationFrames sequence
killua-zoldyck,neutral:jab-special-heavy,no animationFrames sequence
killua-zoldyck,neutral:kick-heavy,no animationFrames sequence
killua-zoldyck,neutral:kick-heavy-special,no animationFrames sequence
killua-zoldyck,neutral:kick-jab,no animationFrames sequence
killua-zoldyck,neutral:kick-jab-special,no animationFrames sequence
killua-zoldyck,neutral:kick-special,no animationFrames sequence
killua-zoldyck,neutral:kick-special-heavy,no animationFrames sequence
killua-zoldyck,neutral:special-heavy,no animationFrames sequence
killua-zoldyck,neutral:special-jab,no animationFrames sequence
killua-zoldyck,neutral:special-jab-heavy,no animationFrames sequence
killua-zoldyck,neutral:special-kick,no animationFrames sequence
kinnikuman,cmd:1+4,missing startup/active/recovery timing
kinnikuman,cmd:FC+1,no animationFrames sequence
kinnikuman,cmd:FC+2,no animationFrames sequence
kinnikuman,cmd:O+2,no animationFrames sequence
kinnikuman,cmd:WS+4,no animationFrames sequence
kinnikuman,cmd:d/f+2,no animationFrames sequence
kinnikuman,cmd:f+1,no animationFrames sequence
kinnikuman,cmd:qcf+4,no animationFrames sequence
kinnikuman,kickleft,no animationFrames sequence
kinnikuman,kickright,no animationFrames sequence
kinnikuman,neutral:heavy-jab,no animationFrames sequence
kinnikuman,neutral:heavy-jab-heavy,no animationFrames sequence
kinnikuman,neutral:heavy-jab-special,no animationFrames sequence
kinnikuman,neutral:heavy-kick,no animationFrames sequence
kinnikuman,neutral:heavy-kick-special,no animationFrames sequence
kinnikuman,neutral:heavy-special,no animationFrames sequence
kinnikuman,neutral:heavy-special-kick,no animationFrames sequence
kinnikuman,neutral:jab-heavy,no animationFrames sequence
kinnikuman,neutral:jab-heavy-kick,no animationFrames sequence
kinnikuman,neutral:jab-heavy-special,no animationFrames sequence
kinnikuman,neutral:jab-jab,no animationFrames sequence
kinnikuman,neutral:jab-jab-heavy,no animationFrames sequence
kinnikuman,neutral:jab-jab-kick,no animationFrames sequence
kinnikuman,neutral:jab-jab-special,no animationFrames sequence
kinnikuman,neutral:jab-kick,no animationFrames sequence
kinnikuman,neutral:jab-kick-heavy,no animationFrames sequence
kinnikuman,neutral:jab-kick-special,no animationFrames sequence
kinnikuman,neutral:jab-special,no animationFrames sequence
kinnikuman,neutral:jab-special-heavy,no animationFrames sequence
kinnikuman,neutral:kick-heavy,no animationFrames sequence
kinnikuman,neutral:kick-heavy-special,no animationFrames sequence
kinnikuman,neutral:kick-jab,no animationFrames sequence
kinnikuman,neutral:kick-jab-special,no animationFrames sequence
kinnikuman,neutral:kick-special,no animationFrames sequence
kinnikuman,neutral:kick-special-heavy,no animationFrames sequence
kinnikuman,neutral:special-heavy,no animationFrames sequence
kinnikuman,neutral:special-jab,no animationFrames sequence
kinnikuman,neutral:special-jab-heavy,no animationFrames sequence
kinnikuman,neutral:special-kick,no animationFrames sequence
kiro,cmd:1+4,missing startup/active/recovery timing
kiro,cmd:D+3,missing startup/active/recovery timing
kiro,cmd:FC+1,missing startup/active/recovery timing
kiro,cmd:FC+2,missing startup/active/recovery timing
kiro,cmd:FC+3,missing startup/active/recovery timing
kiro,cmd:FC+4,missing startup/active/recovery timing
kiro,cmd:WR+4,missing startup/active/recovery timing
kiro,cmd:d+1,missing startup/active/recovery timing
kurama,cmd:2+4,no animationFrames sequence
kurama,cmd:3+4,no animationFrames sequence
kurama,cmd:FC+1,no animationFrames sequence
kurama,cmd:FC+2,no animationFrames sequence
kurama,cmd:O+2,no animationFrames sequence
kurama,cmd:WS+4,no animationFrames sequence
kurama,cmd:d/f+2,no animationFrames sequence
kurama,cmd:f+1,no animationFrames sequence
kurama,cmd:qcf+4,no animationFrames sequence
kurama,kickleft,no animationFrames sequence
kurama,kickright,no animationFrames sequence
kurama,neutral:heavy-jab,no animationFrames sequence
kurama,neutral:heavy-jab-heavy,no animationFrames sequence
kurama,neutral:heavy-jab-special,no animationFrames sequence
kurama,neutral:heavy-kick,no animationFrames sequence
kurama,neutral:heavy-kick-special,no animationFrames sequence
kurama,neutral:heavy-special,no animationFrames sequence
kurama,neutral:heavy-special-kick,no animationFrames sequence
kurama,neutral:jab-heavy,no animationFrames sequence
kurama,neutral:jab-heavy-kick,no animationFrames sequence
kurama,neutral:jab-heavy-special,no animationFrames sequence
kurama,neutral:jab-jab,no animationFrames sequence
kurama,neutral:jab-jab-heavy,no animationFrames sequence
kurama,neutral:jab-jab-kick,no animationFrames sequence
kurama,neutral:jab-jab-special,no animationFrames sequence
kurama,neutral:jab-kick,no animationFrames sequence
kurama,neutral:jab-kick-heavy,no animationFrames sequence
kurama,neutral:jab-kick-special,no animationFrames sequence
kurama,neutral:jab-special,no animationFrames sequence
kurama,neutral:jab-special-heavy,no animationFrames sequence
kurama,neutral:kick-heavy,no animationFrames sequence
kurama,neutral:kick-heavy-special,no animationFrames sequence
kurama,neutral:kick-jab,no animationFrames sequence
kurama,neutral:kick-jab-special,no animationFrames sequence
kurama,neutral:kick-special,no animationFrames sequence
kurama,neutral:kick-special-heavy,no animationFrames sequence
kurama,neutral:special-heavy,no animationFrames sequence
kurama,neutral:special-jab,no animationFrames sequence
kurama,neutral:special-jab-heavy,no animationFrames sequence
kurama,neutral:special-kick,no animationFrames sequence
lenalee-lee,cmd:FC+1,no animationFrames sequence
lenalee-lee,cmd:FC+2,no animationFrames sequence
lenalee-lee,cmd:O+2,no animationFrames sequence
lenalee-lee,cmd:WS+4,no animationFrames sequence
lenalee-lee,cmd:d/f+2,no animationFrames sequence
lenalee-lee,cmd:f+1,no animationFrames sequence
lenalee-lee,cmd:qcf+4,no animationFrames sequence
lenalee-lee,jabright,no animationFrames sequence
lenalee-lee,neutral:heavy-jab,no animationFrames sequence
lenalee-lee,neutral:heavy-jab-heavy,no animationFrames sequence
lenalee-lee,neutral:heavy-jab-special,no animationFrames sequence
lenalee-lee,neutral:heavy-kick,no animationFrames sequence
lenalee-lee,neutral:heavy-kick-special,no animationFrames sequence
lenalee-lee,neutral:heavy-special,no animationFrames sequence
lenalee-lee,neutral:heavy-special-kick,no animationFrames sequence
lenalee-lee,neutral:jab-heavy,no animationFrames sequence
lenalee-lee,neutral:jab-heavy-kick,no animationFrames sequence
lenalee-lee,neutral:jab-heavy-special,no animationFrames sequence
lenalee-lee,neutral:jab-jab,no animationFrames sequence
lenalee-lee,neutral:jab-jab-heavy,no animationFrames sequence
lenalee-lee,neutral:jab-jab-kick,no animationFrames sequence
lenalee-lee,neutral:jab-jab-special,no animationFrames sequence
lenalee-lee,neutral:jab-kick,no animationFrames sequence
lenalee-lee,neutral:jab-kick-heavy,no animationFrames sequence
lenalee-lee,neutral:jab-kick-special,no animationFrames sequence
lenalee-lee,neutral:jab-special,no animationFrames sequence
lenalee-lee,neutral:jab-special-heavy,no animationFrames sequence
lenalee-lee,neutral:kick-heavy,no animationFrames sequence
lenalee-lee,neutral:kick-heavy-special,no animationFrames sequence
lenalee-lee,neutral:kick-jab,no animationFrames sequence
lenalee-lee,neutral:kick-jab-special,no animationFrames sequence
lenalee-lee,neutral:kick-special,no animationFrames sequence
lenalee-lee,neutral:kick-special-heavy,no animationFrames sequence
lenalee-lee,neutral:special-heavy,no animationFrames sequence
lenalee-lee,neutral:special-jab,no animationFrames sequence
lenalee-lee,neutral:special-jab-heavy,no animationFrames sequence
lenalee-lee,neutral:special-kick,no animationFrames sequence
majin-buu,cmd:1+3,no animationFrames sequence
majin-buu,cmd:2+3,no animationFrames sequence
majin-buu,cmd:FC+1,no animationFrames sequence
majin-buu,cmd:FC+2,no animationFrames sequence
majin-buu,cmd:O+2,no animationFrames sequence
majin-buu,cmd:WS+4,no animationFrames sequence
majin-buu,cmd:d/f+2,no animationFrames sequence
majin-buu,cmd:f+1,no animationFrames sequence
majin-buu,cmd:qcf+4,no animationFrames sequence
majin-buu,kickleft,no animationFrames sequence
majin-buu,neutral:heavy-jab,no animationFrames sequence
majin-buu,neutral:heavy-jab-heavy,no animationFrames sequence
majin-buu,neutral:heavy-jab-special,no animationFrames sequence
majin-buu,neutral:heavy-kick,no animationFrames sequence
majin-buu,neutral:heavy-kick-special,no animationFrames sequence
majin-buu,neutral:heavy-special,no animationFrames sequence
majin-buu,neutral:heavy-special-kick,no animationFrames sequence
majin-buu,neutral:jab-heavy,no animationFrames sequence
majin-buu,neutral:jab-heavy-kick,no animationFrames sequence
majin-buu,neutral:jab-heavy-special,no animationFrames sequence
majin-buu,neutral:jab-jab,no animationFrames sequence
majin-buu,neutral:jab-jab-heavy,no animationFrames sequence
majin-buu,neutral:jab-jab-kick,no animationFrames sequence
majin-buu,neutral:jab-jab-special,no animationFrames sequence
majin-buu,neutral:jab-kick,no animationFrames sequence
majin-buu,neutral:jab-kick-heavy,no animationFrames sequence
majin-buu,neutral:jab-kick-special,no animationFrames sequence
majin-buu,neutral:jab-special,no animationFrames sequence
majin-buu,neutral:jab-special-heavy,no animationFrames sequence
majin-buu,neutral:kick-heavy,no animationFrames sequence
majin-buu,neutral:kick-heavy-special,no animationFrames sequence
majin-buu,neutral:kick-jab,no animationFrames sequence
majin-buu,neutral:kick-jab-special,no animationFrames sequence
majin-buu,neutral:kick-special,no animationFrames sequence
majin-buu,neutral:kick-special-heavy,no animationFrames sequence
